2.2676e-05,3.5358,1,3.5358
3.5358,5.7015,2,2.1657
5.7015,6.8816,3,1.1801
6.8816,13.075,4,6.193
13.075,15.78,5,2.705
15.78,18.993,6,3.2137
18.993,23.626,7,4.6324
23.626,24.775,8,1.1498
24.775,28.923,9,4.1476
28.923,34.833,10,5.91
34.833,38.745,11,3.9118
38.745,40.367,12,1.6219
40.367,44.148,13,3.7817
44.148,48.346,14,4.198
48.346,49.67,15,1.3234
49.67,56.087,16,6.4169
56.087,57.681,17,1.5939
57.681,60.927,18,3.2462
60.927,65.126,19,4.1993
65.126,69.241,20,4.1153
69.241,73.443,21,4.2018
73.443,77.279,22,3.8359
77.279,83.145,23,5.8659
83.145,86.64,24,3.4953
86.64,92.465,25,5.8243
92.465,96.639,26,4.1747
96.639,103.44,27,6.7985
103.44,110.14,28,6.7053
110.14,117.1,29,6.9572
117.1,119.06,30,1.9588
119.06,125.42,31,6.362
125.42,127.49,32,2.0732
127.49,128.83,33,1.3401
128.83,132.96,34,4.1241
132.96,136.24,35,3.2859
136.24,137.32,36,1.0784
137.32,138.83,37,1.5105
138.83,146.35,38,7.5185
146.35,152.64,39,6.2839
152.64,156.8,40,4.1625
156.8,161.81,41,5.0094
161.81,164.26,42,2.4539
164.26,168.17,43,3.9068
168.17,175.25,44,7.0861
175.25,180.19,45,4.9401
180.19,183.5,46,3.308
183.5,188.18,47,4.6803
188.18,191.23,48,3.045
191.23,193.41,49,2.1784
193.41,200.92,50,7.5129
200.92,203.56,51,2.6434
203.56,208.35,52,4.7913
208.35,209.86,53,1.5105
209.86,213.51,54,3.6474
213.51,221.12,55,7.6086
221.12,223.57,56,2.4493
223.57,227.83,57,4.2607
227.83,231.33,58,3.5044
231.33,232.34,59,1.008
232.34,234.83,60,2.4838
234.83,236.11,61,1.2797
236.11,239.7,62,3.5958
239.7,244.32,63,4.6198
244.32,245.9,64,1.5755
245.9,251.53,65,5.6307
251.53,257.49,66,5.9598
257.49,259.02,67,1.5312
259.02,266.27,68,7.2492
266.27,270.15,69,3.884
270.15,272.51,70,2.3592
272.51,277.91,71,5.4023
277.91,280.33,72,2.4192
280.33,284.37,73,4.0324
284.37,285.77,74,1.4027
285.77,289.07,75,3.3024
289.07,290.34,76,1.265
290.34,296.35,77,6.0126
296.35,299.08,78,2.7353
299.08,304.67,79,5.5868
304.67,306.47,80,1.7987
306.47,308.46,81,1.994
308.46,311.78,82,3.3122
311.78,314.99,83,3.2158
314.99,321.43,84,6.4427
321.43,322.61,85,1.178
322.61,329.53,86,6.9193
329.53,331.77,87,2.2357
331.77,332.78,88,1.0182
332.78,334.02,89,1.2398
334.02,340.18,90,6.1512
340.18,341.82,91,1.6431
341.82,345.9,92,4.0851
345.9,347.76,93,1.8587
347.76,354.53,94,6.7724
354.53,358.18,95,3.6476
358.18,362.89,96,4.7043
362.89,368.51,97,5.6236
368.51,370.19,98,1.6828
370.19,373.42,99,3.2248
373.42,376.19,100,2.7731
376.19,377.54,101,1.3537
377.54,378.69,102,1.1416
378.69,381.7,103,3.0091
381.7,386.05,104,4.3499
386.05,392.01,105,5.9599
392.01,396.08,106,4.0767
396.08,401.57,107,5.4897
401.57,404.62,108,3.0532
404.62,406.63,109,2.0077
406.63,408.18,110,1.5502
408.18,410.33,111,2.1439
410.33,411.36,112,1.0361
411.36,415.22,113,3.8591
415.22,419.52,114,4.3022
419.52,421.76,115,2.2378
421.76,423.11,116,1.3518
423.11,427.88,117,4.7709
427.88,430.37,118,2.4888
430.37,437.28,119,6.9077
437.28,441.92,120,4.6391
441.92,447.06,121,5.1408
447.06,450.17,122,3.112
450.17,455.66,123,5.4915
455.66,460.7,124,5.0403
460.7,466.24,125,5.5353
466.24,467.45,126,1.2107
467.45,469.4,127,1.9485
469.4,473.71,128,4.3151
473.71,477.78,129,4.0637
477.78,484.76,130,6.9829
484.76,487.54,131,2.7795
487.54,493.88,132,6.3436
493.88,500,133,6.1133
500,502.94,134,2.9448
502.94,506.64,135,3.6977
506.64,510.53,136,3.8925
510.53,513.49,137,2.958
513.49,515.23,138,1.7423
515.23,518.42,139,3.1881
518.42,524.08,140,5.6626
524.08,530.02,141,5.9337
530.02,531.63,142,1.6143
531.63,534.21,143,2.5811
534.21,539.85,144,5.6383
539.85,543.75,145,3.8998
543.75,548.63,146,4.8818
548.63,552.06,147,3.4306
552.06,554.3,148,2.2397
554.3,555.94,149,1.6402
555.94,557.35,150,1.4034
557.35,559.79,151,2.4442
559.79,565.24,152,5.4525
565.24,572.1,153,6.8541
572.1,577.08,154,4.9813
577.08,583.01,155,5.9363
583.01,584.06,156,1.0493
584.06,589.61,157,5.548
589.61,593.33,158,3.7138
593.33,594.47,159,1.1428
594.47,601.21,160,6.7387
601.21,605.11,161,3.9072
605.11,606.46,162,1.3468
606.46,609.57,163,3.1138
609.57,610.66,164,1.0858
610.66,617.27,165,6.6056
617.27,618.84,166,1.5739
618.84,621.72,167,2.8841
621.72,624.13,168,2.4017
624.13,628.31,169,4.1882
628.31,632.28,170,3.9642
632.28,636,171,3.7198
636,638.79,172,2.7952
638.79,641.34,173,2.5469
641.34,643.65,174,2.3074
643.65,645.93,175,2.2828
645.93,648.91,176,2.9779
648.91,650.09,177,1.1859
650.09,651.12,178,1.0272
651.12,654.08,179,2.9606
654.08,656.09,180,2.0036
656.09,657.74,181,1.6566
657.74,658.85,182,1.1085
658.85,661.36,183,2.5065
661.36,663.09,184,1.7292
663.09,664.3,185,1.2139
664.3,665.94,186,1.6399
665.94,669.82,187,3.8758
669.82,672.22,188,2.4022
672.22,675.22,189,2.9996
675.22,679,190,3.7841
679,684.57,191,5.5683
684.57,688.51,192,3.9411
688.51,693.54,193,5.0276
693.54,696.64,194,3.1054
696.64,702.89,195,6.242
702.89,707.79,196,4.9058
707.79,712.94,197,5.1463
712.94,715.71,198,2.7697
715.71,718.24,199,2.5338
718.24,723.95,200,5.7053
723.95,726.57,201,2.62
726.57,728.07,202,1.5066
728.07,730.56,203,2.4883
730.56,735.96,204,5.4027
735.96,738.02,205,2.059
738.02,739.26,206,1.2378
739.26,741.47,207,2.2068
741.47,742.65,208,1.177
742.65,744.18,209,1.5324
744.18,747.85,210,3.6773
747.85,751.89,211,4.0399
751.89,753.12,212,1.229
753.12,754.96,213,1.8344
754.96,758.48,214,3.5266
758.48,760.25,215,1.7608
760.25,762.03,216,1.7867
762.03,764.63,217,2.595
764.63,767.03,218,2.4051
767.03,770.04,219,3.0028
770.04,772.05,220,2.011
772.05,773.84,221,1.7982
773.84,775.09,222,1.2499
775.09,777.69,223,2.5952
777.69,780.5,224,2.8135
780.5,781.72,225,1.219
